Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
link_slot1,7.85919950301768E-17,0.015936952714536,0.107644483362522,0,0,0,0.570999999999999,0.010628303477087,1.96870260601874E-18,3.23867140695356E-19,0.00329411724678925,-0.000203435201401051,0.00847389039696439,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot1.STL,,book slot-1,Origin_joint_slot1,,joint_slot1,fixed,0,-0.064952,-0.1525,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
link_slot2,5.89805981832114E-17,0.0159369527145362,0.107644483362522,0,0,0,0.570999999999998,0.010628303477087,7.45388993583784E-19,-2.38524477946811E-18,0.00329411724678925,-0.000203435201401053,0.00847389039696439,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot2.STL,,book slot-6,Origin_joint_slot2,,joint_slot2,fixed,-0.05625,-0.032476,-0.1525,1.5708,0,-1.0472,base_link,0,0,0,,,,,,,,,,,,
link_slot3,3.12250225675825E-17,0.0159369527145359,0.107644483362522,0,0,0,0.570999999999999,0.010628303477087,1.32814766129474E-18,8.67361737988404E-19,0.00329411724678926,-0.00020343520140105,0.00847389039696441,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot3.STL,,book slot-5,Origin_joint_slot3,,joint_slot3,fixed,-0.05625,0.032476,-0.1525,1.5708,0,-2.0944,base_link,0,0,0,,,,,,,,,,,,
link_slot4,1.28344400435297E-15,0.015936952714536,0.107644483362522,0,0,0,0.570999999999999,0.010628303477087,1.1259963310743E-18,-1.51849859495627E-17,0.00329411724678926,-0.000203435201401053,0.0084738903969644,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot4.STL,,book slot-4,Origin_joint_slot4,,joint_slot4,fixed,0,0.064952,-0.1525,1.5708,0,3.1416,base_link,0,0,0,,,,,,,,,,,,
link_slot5,7.28583859910259E-17,0.015936952714536,0.107644483362522,0,0,0,0.570999999999999,0.010628303477087,1.73472347597681E-18,2.16840434497101E-19,0.00329411724678925,-0.000203435201401053,0.00847389039696439,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot5.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot5.STL,,book slot-3,Origin_joint_slot5,,joint_slot5,fixed,0.05625,0.032476,-0.1525,1.5708,0,2.0944,base_link,0,0,0,,,,,,,,,,,,
link_slot6,-4.5102810375397E-17,0.015936952714536,0.107644483362522,0,0,0,0.570999999999998,0.010628303477087,3.11708124589583E-19,6.50521303491303E-19,0.00329411724678925,-0.000203435201401053,0.00847389039696437,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot6.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_slot6.STL,,book slot-2,Origin_joint_slot6,,joint_slot6,fixed,0.05625,-0.032476,-0.1525,1.5708,0,1.0472,base_link,0,0,0,,,,,,,,,,,,
link_axle,4.82234097890664E-17,0.0187933133528533,-1.71388006119302E-16,0,0,0,1.62717919613712,0.00105705357324475,-6.50998919450591E-20,2.62672673099725E-19,0.0268955742127174,3.69271246367438E-21,0.0271686786600347,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_axle.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_axle.STL,,axle-2,Origin_joint_axle,,joint_axle,fixed,0,0,-0.66,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
link_drivewheel_right,-1.22124532708767E-15,2.1094237467878E-15,0.0150000000000001,0,0,0,0.206756066514378,0.000155743535413241,-2.71050543121376E-20,9.59516819398126E-20,0.000155743535413241,-2.20090563521761E-19,0.000280473660849326,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_drivewheel_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_drivewheel_right.STL,,drive wheel-4,Origin_joint_drivewheel_right,Axis_joint_drivewheel_right,joint_drivewheel_right,continuous,-0.27,0,0,-1.5707963267949,-0.468354047175859,1.5707963267949,link_axle,0,0,1,,,,,,,,,,,,
link_drivewheel_left,2.22044604925031E-16,1.11022302462516E-16,-0.0150000000000002,0,0,0,0.206756066514379,0.000155743535413241,-6.7762635780344E-21,-1.27691993307046E-19,0.000155743535413241,-5.86209497915386E-20,0.000280473660849326,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_drivewheel_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_drivewheel_left.STL,,drive wheel-5,Origin_joint_drivewheel_left,Axis_joint_drivewheel_left,joint_drivewheel_left,continuous,0.27,0,0,-1.5707963267949,-0.928545261457666,1.5707963267949,link_axle,0,0,1,,,,,,,,,,,,
link_swivel_front,0.00751421605065076,-0.0638265063331358,0,0,0,0,0.0232231111520553,1.33246387076922E-05,-2.46162177312807E-06,-1.56492876976418E-22,5.36089786833522E-06,-2.29222280377614E-22,1.74288397902587E-05,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_swivel_front.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_swivel_front.STL,,wheel swivel-1,Origin_joint_swivel_front,Axis_joint_swivel_front,joint_swivel_front,continuous,0,-0.25983,-0.595,1.5708,0,0,base_link,0,1,0,,,,,,,,,,,,
link_swivelwheel_front,-1.94289029309402E-16,1.99840144432528E-15,-6.42954469774777E-18,0,0,0,0.104284859690789,4.94884093335827E-05,-1.60936259978317E-20,-2.84984916370238E-21,4.94884093335827E-05,2.79656841993324E-21,8.33340897135471E-05,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_swivelwheel_front.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_swivelwheel_front.STL,,swivel wheel-1,Origin_joint_swivelwheel_front,Axis_joint_swivelwheel_front,joint_swivelwheel_front,continuous,0,-0.0775,0,-1.5707963267949,-1.3498896571676,1.5707963267949,link_swivel_front,0,0,1,,,,,,,,,,,,
link_swivel_back,0.00751421605065047,-0.0638265063331358,5.55111512312578E-17,0,0,0,0.0232231111520553,1.33246387076922E-05,-2.46162177312807E-06,1.76922682333176E-21,5.36089786833521E-06,1.83930448928181E-20,1.74288397902587E-05,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_swivel_back.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_swivel_back.STL,,wheel swivel-2,Origin_joint_swivel_back,Axis_joint_swivel_back,joint_swivel_back,continuous,0,0.25982621214848,-0.595,1.5707963267949,0,3.14159265358979,base_link,0,1,0,,,,,,,,,,,,
link_swivelwheel_back,0,-3.60822483003176E-16,1.85786483105861E-16,0,0,0,0.104284859690789,4.94884093335827E-05,-1.6940658945086E-20,1.7587762524484E-21,4.94884093335827E-05,1.4852372018181E-21,8.33340897135471E-05,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_swivelwheel_back.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://top assembly with gripper URDF attempt 7/meshes/link_swivelwheel_back.STL,,swivel wheel-2,Origin_joint_swivelwheel_back,Axis_joint_swivelwheel_back,joint_swivelwheel_back,continuous,0,-0.0775,0,-1.5707963267949,0.679011267521338,1.5707963267949,link_swivel_back,0,0,1,,,,,,,,,,,,
